activity_year_x,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,tax_id,agency_code,respondent_name,respondent_state,respondent_city,respondent_zip_code
2018,549300WH9FMXOC63ZV77,40900,CA,06067,06067009317,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,6,2,2,31,1,1,1,2,245000.0,,4.932,,3,,,,,,,,13.0,2,2,2,2,395000.0,1,1,3,5,1,,29.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,6132,73.53,80400,90,1139,1801,28,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,5Z1UQ1CWY0DQ3KJWDQ07,40900,CA,06067,06067008403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,135000.0,,4.75,,2,,,,,,,,,2,2,2,2,1095000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5666,32.62,80400,125,1273,1856,22,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40900,CA,06067,06067007903,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,385000.0,,4.99,,2,,,,,,,,,2,2,2,2,565000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5059,32.38,80400,102,1235,1738,46,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40900,CA,06067,06067009105,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,115000.0,,5.06,,2,,,,,,,,,2,2,2,2,175000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2772,42.93,80400,73,532,968,45,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40900,CA,06067,06067009622,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,285000.0,,5.06,,2,,,,,,,,,2,2,2,2,465000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7500,59.81,80400,136,1848,2125,17,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40900,CA,06067,06067008143,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,75000.0,,5.06,,2,,,,,,,,,2,2,2,2,115000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3961,30.65,80400,73,719,1219,33,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,549300BX448ALT10FI43,40900,CA,06067,06067002500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,345000.0,,4.28,,3,,,,,,,,13.0,2,2,2,2,485000.0,1,1,3,5,1,,17.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,1661,22.88,80400,155,596,728,76,43-1883419,1,The Federal Savings Bank,IL,Chicago,60607
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067009314,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,235000.0,,4.245,,3,,,,,,,,1.0,2,2,2,2,415000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6436,70.26,80400,97,1155,1485,15,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067009308,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,175000.0,,4.798,,3,,,,,,,,12.0,2,2,2,2,335000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6233,40.25,80400,90,1614,1969,33,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067005508,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,295000.0,,5.06,,3,,,,,,,,,2,2,2,2,475000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3329,43.77,80400,71,527,937,40,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067008124,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,175000.0,,4.75,,3,,,,,,,,,2,2,2,2,345000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4472,16.32,80400,114,1341,1629,39,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067002300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,215000.0,,4.857,,3,,,,,,,,12.0,2,2,2,2,375000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3248,26.82,80400,185,1209,1690,76,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067007014,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,145000.0,,4.5,,3,,,,,,,,,2,2,2,2,315000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7560,73.25,80400,86,1224,2097,34,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067006400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,105000.0,,3.811,,3,,,,,,,,12.0,2,2,2,2,205000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5244,62.09,80400,56,890,1896,60,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067007007,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,175000.0,,4.906,,3,,,,,,,,12.0,2,2,2,2,275000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5528,76.84999999999998,80400,85,929,1384,47,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067009800,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,205000.0,,5.24,,3,,,,,,,,12.0,2,2,2,2,365000.0,2,1,1,1,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,1621,32.08,80400,77,559,994,42,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067007102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,275000.0,,4.406,,3,,,,,,,,12.0,2,2,2,2,405000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7847,59.95,80400,124,2005,2710,11,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067008008,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,195000.0,,5.673,,3,,,,,,,,12.0,2,2,2,2,305000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4918,20.15,80400,139,1308,1803,39,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067006900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,135000.0,,4.523,,3,,,,,,,,12.0,2,2,2,2,275000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4502,66.88,80400,37,695,1562,54,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067008140,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,2,1,1,1,2,245000.0,,4.982,,3,,,,,,,,12.0,2,2,2,2,365000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2687,26.09,80400,75,627,1027,38,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067008207,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,185000.0,,4.545,,3,,,,,,,,12.0,2,2,2,2,375000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4418,12.02,80400,115,1217,1628,44,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067007426,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,165000.0,,4.5,,3,,,,,,,,,2,2,2,2,335000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2253,43.54,80400,84,340,621,31,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067003501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,185000.0,,5.349,,3,,,,,,,,12.0,2,2,2,2,385000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2555,50.1,80400,80,669,1154,62,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067008130,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,145000.0,,4.765,,3,,,,,,,,12.0,2,2,2,2,295000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3991,35.63,80400,81,1087,1341,39,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067004401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,135000.0,,4.5,,3,,,,,,,,,2,2,2,2,265000.0,1,1,3,5,2,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3911,83.06999999999998,80400,56,568,1353,58,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067008137,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,2,1,1,2,2,175000.0,,4.5,,3,,,,,,,,,2,2,2,2,315000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2547,16.18,80400,88,412,663,40,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067007011,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,165000.0,,4.335,,3,,,,,,,,12.0,2,2,2,2,345000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6378,74.65,80400,79,766,1175,30,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067001700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,135000.0,,4.997,,3,,,,,,,,12.0,2,2,2,2,265000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5485,32.18,80400,116,1287,2126,65,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067001700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,215000.0,,5.26,,3,,,,,,,,12.0,2,2,2,2,355000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5485,32.18,80400,116,1287,2126,65,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067005404,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,265000.0,,4.777,,3,,,,,,,,12.0,2,2,2,2,485000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5340,25.28,80400,186,1465,2064,43,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067009005,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,155000.0,,4.68,,3,,,,,,,,,2,2,2,2,325000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3487,45.94,80400,57,557,878,37,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40900,CA,06067,06067003000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,2,2,165000.0,,4.56,,3,,,,,,,,,2,2,2,2,365000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6546,53.35,80400,72,1691,2846,60,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
