activity_year_x,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,tax_id,agency_code,respondent_name,respondent_state,respondent_city,respondent_zip_code
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065051400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,275000.0,,5.06,,2,,,,,,,,,2,2,2,2,425000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6826,7.03,65800,143,3650,5330,16,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065041904,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,225000.0,,4.99,,2,,,,,,,,,2,2,2,2,335000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5264,49.7,65800,139,1387,1626,35,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065042733,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,135000.0,,4.99,,2,,,,,,,,,2,2,2,2,195000.0,2,1,1,1,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5344,47.36,65800,130,1324,1826,10,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065044928,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,165000.0,,4.99,,2,,,,,,,,,2,2,2,2,225000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3213,10.15,65800,187,1445,2955,27,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065041911,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,335000.0,,4.99,,2,,,,,,,,,2,2,2,2,545000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,11643,53.4,65800,179,3077,3791,12,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065045119,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,235000.0,,5.06,,2,,,,,,,,,2,2,2,2,375000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2855,46.97,65800,115,800,1335,32,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065040806,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,225000.0,,5.06,,2,,,,,,,,,2,2,2,2,335000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2939,46.58,65800,186,770,920,22,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065049400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,195000.0,,5.06,,2,,,,,,,,,2,2,2,2,285000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3215,46.75,65800,91,1039,1684,0,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065045228,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,125000.0,,5.06,,2,,,,,,,,,2,2,2,2,195000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5396,50.52,65800,150,1400,1966,10,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065043229,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,165000.0,,5.06,,2,,,,,,,,,2,2,2,2,255000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5422,24.99,65800,96,1807,2457,20,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065051400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,305000.0,,4.25,,2,,,,,,,,,2,2,2,2,1085000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6826,7.03,65800,143,3650,5330,16,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065041702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,135000.0,,5.06,,2,,,,,,,,,2,2,2,2,1115000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5048,62.8,65800,105,1054,1374,49,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065042516,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,105000.0,,4.5,,2,,,,,,,,,2,2,2,2,155000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4250,93.44,65800,66,436,875,30,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065045109,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,95000.0,,5.06,,2,,,,,,,,,2,2,2,2,155000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3416,48.48,65800,110,998,1686,26,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065044919,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,95000.0,,4.75,,2,,,,,,,,,2,2,2,2,135000.0,2,1,1,1,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4199,8.91,65800,99,2178,4303,31,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065048200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,175000.0,,5.06,,2,,,,,,,,,2,2,2,2,275000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4279,62.02,65800,154,1086,1329,24,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065043810,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,115000.0,,5.06,,2,,,,,,,,,2,2,2,2,175000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4803,45.22,65800,114,1660,2056,10,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065044927,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,405000.0,,4.75,,2,,,,,,,,,2,2,2,2,595000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3428,30.63,65800,102,1126,3432,26,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065043291,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,145000.0,,4.25,,2,,,,,,,,,2,2,2,2,205000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,8262,41.68,65800,108,1989,2779,23,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065040302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,155000.0,,5.06,,2,,,,,,,,,2,2,2,2,235000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7817,52.53,65800,148,1889,2115,30,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065044927,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,425000.0,,4.75,,2,,,,,,,,,2,2,2,2,875000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3428,30.63,65800,102,1126,3432,26,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065043291,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,115000.0,,5.06,,2,,,,,,,,,2,2,2,2,175000.0,2,1,1,1,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,8262,41.68,65800,108,1989,2779,23,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065045116,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,285000.0,,4.5,,2,,,,,,,,,2,2,2,2,425000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,1484,26.62,65800,90,437,1205,41,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065041803,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,175000.0,,5.06,,2,,,,,,,,,2,2,2,2,285000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6903,48.96,65800,183,1689,1963,17,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065045214,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,195000.0,,5.06,,2,,,,,,,,,2,2,2,2,315000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5583,22.96,65800,140,1434,2667,21,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065042300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,155000.0,,5.06,,2,,,,,,,,,2,2,2,2,235000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7188,76.75,65800,88,1089,1884,46,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065051400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,145000.0,,4.99,,2,,,,,,,,,2,2,2,2,245000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6826,7.03,65800,143,3650,5330,16,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065045216,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,135000.0,,4.75,,2,,,,,,,,,2,2,2,2,205000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,1805,15.12,65800,130,798,1394,0,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065030800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,145000.0,,5.06,,2,,,,,,,,,2,2,2,2,225000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7869,54.12,65800,116,1703,2148,57,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,40140,CA,06065,06065044929,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,245000.0,,4.99,,2,,,,,,,,,2,2,2,2,365000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4872,30.85,65800,85,1107,2610,30,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,549300MEMWF0Y8H4PL17,40140,CA,06065,06065031200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,235000.0,,4.852,,3,,,,,,,,12.0,2,2,2,2,415000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6781,52.71,65800,127,1417,2071,55,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
2018,549300MEMWF0Y8H4PL17,40140,CA,06065,06065042738,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,2,2,2,31,1,1,1,2,215000.0,,4.673,,3,,,,,,,,12.0,2,2,2,2,365000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,7165,49.45,65800,139,1265,1722,16,01-0681100,7,Ocwen Loan Servicing LLC,NJ,Mount Laurel,08054
