activity_year_x,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,tax_id,agency_code,respondent_name,respondent_state,respondent_city,respondent_zip_code
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073006900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,2,0,2,2,31,1,1,1,2,345000.0,,5.288,,3,,,,,,,,13.0,2,2,2,2,765000.0,1,1,3,5,1,,18.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5359,26.14,81800,137,1423,1887,60,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073011602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,2,0,2,2,31,1,1,1,2,265000.0,,4.356,,3,,,,,,,,13.0,2,2,2,2,475000.0,1,1,3,5,1,,16.0,,9,10,1.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3614,92.92,81800,42,135,618,48,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073007910,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,535000.0,,6.322,,3,,,,,,,,3.0,2,2,2,2,1405000.0,1,1,3,5,1,,25.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2990,15.08,81800,121,277,835,43,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073007100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,2,2,2,4,1,1,2,2,515000.0,,7.0,,3,,,,,,,,,2,2,2,2,1245000.0,1,1,3,5,1,,58.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4554,15.15,81800,192,1522,1918,57,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073013206,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,31,1,1,1,2,315000.0,,4.772,,3,,,,,,,,13.0,2,2,2,2,425000.0,1,1,3,5,1,,11.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,7230,90.03,81800,50,908,1198,42,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073001500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,31,1,1,1,2,345000.0,,5.063,,3,,,,,,,,13.0,2,2,2,2,745000.0,1,1,3,5,1,,8.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3836,51.17,81800,81,647,1460,71,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073014101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,6,2,2,31,1,1,1,2,295000.0,,5.144,,3,,,,,,,,13.0,2,2,2,2,485000.0,1,1,3,5,1,,18.0,,9,10,2.0,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4150,59.37,81800,93,943,1161,60,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,549300WH9FMXOC63ZV77,41740,CA,06073,06073019501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Native Hawaiian or Other Pacific Islander,Female,1,6,2,2,31,1,1,1,2,285000.0,,4.823,,3,,,,,,,,13.0,2,2,2,2,475000.0,1,1,3,5,1,,14.0,,9,10,1.0,,,,,5.0,,,,,2,4,5.0,44.0,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3402,89.15,81800,48,221,527,40,11-3469077,7,Nationwide Equities Corporation,NJ,Mahwah,07495
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073018802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,395000.0,,5.06,,2,,,,,,,,,2,2,2,2,635000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,8147,20.52,81800,115,3004,3567,31,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073020306,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,125000.0,,4.25,,2,,,,,,,,,2,2,2,2,185000.0,2,1,1,1,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,9229,34.81,81800,81,2066,2800,25,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073020027,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,245000.0,,5.06,,2,,,,,,,,,2,2,2,2,365000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,15056,31.54,81800,123,4080,5148,14,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073020401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,425000.0,,5.06,,2,,,,,,,,,2,2,2,2,645000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2372,14.42,81800,178,772,943,34,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073017035,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,335000.0,,5.06,,2,,,,,,,,,2,2,2,2,495000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2979,44.58,81800,97,332,531,33,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073017029,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,405000.0,,4.25,,2,,,,,,,,,2,2,2,2,565000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,9067,26.17,81800,211,2618,3446,14,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073013605,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,345000.0,,4.99,,2,,,,,,,,,2,2,2,2,485000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6523,29.27,81800,157,1745,1993,38,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073008362,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,315000.0,,5.06,,2,,,,,,,,,2,2,2,2,485000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3242,33.78,81800,114,768,1048,38,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073009705,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,345000.0,,4.99,,2,,,,,,,,,2,2,2,2,505000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3666,27.74,81800,150,1114,1140,48,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073019106,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,205000.0,,4.99,,2,,,,,,,,,2,2,2,2,295000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,9189,44.96,81800,112,2213,3245,28,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073008200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,395000.0,,5.06,,2,,,,,,,,,2,2,2,2,875000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2602,13.8,81800,220,482,853,47,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073009507,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,395000.0,,5.06,,2,,,,,,,,,2,2,2,2,705000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3710,34.34,81800,132,795,1130,33,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073018504,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,355000.0,,5.3,,2,,,,,,,,,2,2,2,2,565000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6972,40.72,81800,91,1399,2302,38,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073017108,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,295000.0,,5.06,,2,,,,,,,,,2,2,2,2,455000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4801,18.52,81800,152,1416,1688,36,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073019001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,405000.0,,4.99,,2,,,,,,,,,2,2,2,2,625000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6954,34.86,81800,102,1930,2609,32,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073009202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,245000.0,,4.99,,2,,,,,,,,,2,2,2,2,375000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5018,34.87,81800,124,1078,1507,25,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073019601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,255000.0,,5.06,,2,,,,,,,,,2,2,2,2,405000.0,1,1,3,5,2,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,6123,39.05,81800,85,1171,1704,39,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073017015,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,405000.0,,4.99,,2,,,,,,,,,2,2,2,2,1115000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,8096,38.44,81800,137,2322,2748,37,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073019806,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,185000.0,,4.0,,2,,,,,,,,,2,2,2,2,55000.0,2,1,1,1,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,12442,27.33,81800,120,3199,3866,25,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073007702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,395000.0,,5.06,,2,,,,,,,,,2,2,2,2,115000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3693,18.68,81800,131,512,1203,45,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073019808,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,255000.0,,4.99,,2,,,,,,,,,2,2,2,2,395000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,4853,29.43,81800,113,1705,1923,27,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073019103,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,285000.0,,5.06,,2,,,,,,,,,2,2,2,2,455000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,5582,20.62,81800,134,1769,2227,28,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073016000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,225000.0,,5.06,,2,,,,,,,,,2,2,2,2,365000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,2408,42.23,81800,96,488,785,53,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
2018,5Z1UQ1CWY0DQ3KJWDQ07,41740,CA,06073,06073011602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,6,0,2,2,5,1,1,2,2,175000.0,,5.06,,2,,,,,,,,,2,2,2,2,255000.0,1,1,3,5,1,,,,9,9,4.0,,,,,4.0,,,,,3,3,7.0,,,,,7.0,,,,,3,3,4,4,3,3,8888,8888,,,3,3,6,,,,,10,,,,3614,92.92,81800,42,135,618,48,59-3531592,9,"TIAA, FSB",FL,Jacksonville,32202
